input_text,priority_binned,bug_resolution_time
CORS detection for reactive stack on tomcat/netty is broken,Medium,Short-Term
WebFlux.fn puts wrong type of HandlerMapping.BEST_MATCHING_PATTERN_ATTRIBUTE,Medium,Short-Term
Content-Type not set correctly on @ControllerAdvice,Low,Long-Term
ReadInactivityTask scheduled for a while even after connection is closed,Low,Long-Term
i'm new with spring and from the start i found this warning while executing ,Medium,Short-Term
org.springframework.cglib (in particular org.springframework.cglib.proxy.Enhancer) are missing from the source code bundle,Low,Short-Term
HandlerInterceptorAdapter: unexpected behaviour for different methods on the same endpoint,Low,Short-Term
MockHttpServletRequest doesn't reset InputStream/Reader on setContent,Medium,Short-Term
"""This feature requires ASM7"" on JDK11 on nested classes",Medium,Short-Term
Setting expires header to blank is not valid,Low,Long-Term
WebTestClient throws IllegalArgumentException for invalid Parameters,Low,Short-Term
Cyclic bean methods cause IllegalArgumentException instead of BeanCurrentlyInCreationException,Medium,Short-Term
Comparators.nullsLow creates wrong kind of NullSafeComparator,Low,Short-Term
BeanFactory.getBeanProvider stream does not include beans from parent context,Medium,Short-Term
MockAsyncContext not found. Did request wrapper not delegate startAsync?,Low,Short-Term
Nested DeferredImportSelector are not detected properly anymore,Medium,Short-Term
Send static file action is invoked before applying the relevant headers ,Medium,Short-Term
Integer overflow while uploading big files (> 2.1 GB) using webflux,Medium,Short-Term
bodyToMono doesn't work with ServletHttpHandlerAdapter in Undertow,Low,Short-Term
Immutable object binding fails with JSON-B,Low,Short-Term
JsonPath won't work in Kotlin test cases,Low,Long-Term
MockCookie parsing fails if cookie does not include attributes,Low,Short-Term
TransactionalEventListener,Medium,Short-Term
Internal Server Error: Required attribute 'org.springframework.web.reactive.function.server.RouterFunctions.request' is missing,Medium,Short-Term
Spring Boot loads factories using wrong classloader,Low,Short-Term
Regression in Spring 5.1,Low,Short-Term
Command line arguments to set json properties has no impact,Medium,Short-Term
Regression in 5.1 RC3: BeanDefinitionOverrideException against mock config,Low,Short-Term
Concurrency Exception during bean configuration related to not thread safe getBeanPostProcessor access,Low,Long-Term
MockHttpServletResponse doesn't propagate Content-Language response header,Low,Long-Term
getBean(Class) lookup performance degredation,Medium,Short-Term
WebSocket is not closed after calling session#close,Low,Short-Term
Not Getting Actual Value Of Path Variable If Its Value Is Email,Low,Short-Term
Proper way to dispose of Response,Low,Short-Term
Testing causes many http-nio-auto threads to spawn,Low,Long-Term
UriComponentsBuilder.uriComponents doesn't properly clone unmodifiable queryParams,Low,Short-Term
Kotlin DSL (RouterFunctionDsl) doesn't support RenderingResponse in router function,Low,Short-Term
Not working matcher Example ,Low,Short-Term
Reactive Web Client - Using HTTP proxy implicitly creates a tunnel,Low,Short-Term
"EL1072 when evaluating compiled expression using method SpelExpression.getValue(Object rootObject, Class<T> expectedResultType)",Low,Short-Term
WebClient does not write Mono.empty() request body,Low,Short-Term
PathPatternPredicate still changes variables after failed AndPredicate,Low,Long-Term
ReactorHttpResources should clear HttpResources in global mode,Medium,Short-Term
Some WebTestClient HeaderAssertions' methods unusable,Low,Short-Term
HeaderAssertions.lastModified/expires takes an int value but it should be long,Low,Long-Term
SimpleAliasRegistry.hasAlias does not properly resolve multiple chained aliases,Low,Short-Term
@Profile not working as expected,Low,Short-Term
Request for Reactive Server response with image content type Sample,Low,Short-Term
"UriComponentsBuilder does not encode ""$"" properly",Low,Short-Term
@Scheduled task runs twice on bean with target-class scoped proxy (when injected),Medium,Short-Term
lookup() from @Resource No Longer Protected,Medium,Short-Term
@Request scope ends before @ControllerAdvice has run,Low,Long-Term
@Bean in @TestConfiguration is ignored,Low,Short-Term
CheckboxTag incorrectly processing hidden field through RequestDataValueProcessor,Low,Short-Term
Annotations on generic superclass methods not found by AnnotationUtils,Medium,Short-Term
ContextPathCompositeHandler returns 200 when no path found,Low,Short-Term
"Java 10: ""Illegal method name"" when test functions in Kotlin contain spaces in name",Medium,Long-Term
(Fixed) Oauth server works yet in endpoint Principal is null,Low,Short-Term
Memory leak in CommonAnnotationBeanPostProcessor,Medium,Short-Term
WhitelabelErrorViewConfiguration does not show trace property,Low,Short-Term
SchedulerAccessor needs to catch primary key violation on reschedule (due to Quartz race condition),Low,Short-Term
Spring Modules Validation does not work with spring framwork 4.3.18,Medium,Short-Term
LocalVariableTableParameterNameDiscoverer runs into UnsupportedOperationException in ClassVisitor.visitNestMemberExperimental(),Low,Short-Term
ok coming,Low,Short-Term
Classpath scanning on inner classes fails against JDK 11 bytecode level,Medium,Short-Term
WebTestClient ignores WebSessionManager bean,Low,Short-Term
Classification of ClassCastExceptions doesn't work in JDK 11 (OpenJDK),Low,Short-Term
ResponseEntityResultHandler does not overwrite existing response headers,Low,Short-Term
Json serialization / conversion of basic String not quoted,Low,Short-Term
MVC not rendering response headers for ResponseEntity<Flux<Foo>>,Low,Short-Term
spring-webflux ModelAttributeMethodArgumentResolver validateIfApplicable,Medium,Short-Term
Spring security default login page is not rendered correctly when using SSL,Low,Short-Term
Testing actuator endpoint authorization with webclient throws exception,Low,Short-Term
ClientResponse's body ignored on UnsupportedMediaTypeException,Low,Short-Term
`@RequestParam` throws `java.lang.NullPointerException: The mapper returned a null value.`,Low,Short-Term
Configuring a RestTemplate with EncodingMode.VALUES_ONLY does not encode special characters,Low,Short-Term
AnnotationMetadataReadingVisitor.getMetaAnnotationTypes(String) may return null but it is not marked @Nullable,Low,Short-Term
AOP and use of redirect view can lead to unbounded caching in AbstractAutoProxyCreator,Low,Short-Term
SpringBoot: ModelAttribute default property through yml file not working,Low,Long-Term
DataBufferUtils#join could leak buffers in case of error from the source,Low,Long-Term
Missing CommonAnnotationBeanPostProcessor in SB 1.5 and 4.x spring with java 10,Low,Short-Term
org.springframework.orm.hibernate5.SpringBeanContainer ignores the fallback bean instance producer,Low,Short-Term
Spring 5.x DataSource proxying does not work with Oracle UCP on JDK 9+,Low,Long-Term
Map injection fails to find bean produced with @Bean when additional method with same name exists,Low,Short-Term
Nevermind,Low,Short-Term
ConcurrentReferenceHashMap does not enforce visibility of cached EntrySet,Low,Short-Term
Spring adding 'chunked' transfer encoding even if this header already exists,Medium,Long-Term
ForwardedHeaderFilter does not respect Servlet forwarding,Low,Long-Term
SpringBootTest does not work with Java 10/modules,Medium,Short-Term
The WebHttpHandlerBuilder copy constructor does not copy the applicationcontext,Low,Short-Term
Trailing slashes in UriTemplate or request URI cause matching errors,Low,Long-Term
ControllerAdvice with custom annotations not working,Low,Long-Term
AbstractJackson2HttpMessageConverter incorrectly logs at WARN level after upgrading to Jackson 2.9,Low,Short-Term
ResponseCookie prints incorrect max-age and expires values,Low,Short-Term
Unable to retrieve user from reactive context in RequestCondition,Medium,Long-Term
"The BeanPropertyRowMapper does not work for field names ending with ""numbers"" which worked for 3.1",Medium,Short-Term
RestController fails with java.lang.ClassCastException: java.lang.String cannot be cast to org.springframework.core.io.support.ResourceRegion,Medium,Short-Term
Unable to use Kotlin enums with @Validated beans,Low,Long-Term
AbstractMessageConverterMethodProcessor doesn't respect already handled headers and result-codes,Low,Long-Term
PathVariable always Consider as String,Low,Short-Term
Spring Websocket: header simpHeartbeat cannot be read,Low,Short-Term
500 returned for invalid mime type instead of 406,Low,Short-Term
Spring Boot DevTools on 5.1 fails with java.lang.LinkageError: loader attempted duplicate class definition,Medium,Long-Term
Inconsistent handling of dependent lifecycle beans in DefaultLifecycleProcessor,Medium,Long-Term
"POST body is consumed by OrderedHiddenHttpMethodFilter, breaking request.getInputStream()",Medium,Short-Term
Fix faulty BeanPostProcessorChecker logs with @EnableCaching,Low,Short-Term
AntPathMatcher.extractPathWithinPattern() seems broken returns incorrect result,Low,Long-Term
NPE in MutatorWebTestClientConfigurer (in SecurityMockServerConfigurers),Low,Short-Term
AbstractRequestLoggingFilter.isIncludeHeaders() is accidentally public,Low,Short-Term
Stored procedures are resolved against the public PostgreSQL schema,Low,Short-Term
Nested PathPatternPredicate doesn't expose path variables,Low,Short-Term
RequestMapping works on private methods,Low,Short-Term
MockMvc - IllegalStateException: Async result for handler was not set during specified timeToWait=-1,Low,Short-Term
MatrixVariable with Encoding does not work.,Low,Short-Term
MvcResult-->mockResponse-->headers will lose a apart of  headers,Low,Short-Term
Flawed implementations of ResourceResolverChain and ResourceTransformerChain,Medium,Short-Term
Spring is inconsistent in the encoding/decoding of URLs,Medium,Long-Term
"Security vulnerability fixes for CVE-2018-1270, CVE-2018-1273, CVE-2018-1271, CVE-2018-1274",Medium,Short-Term
HierarchicalUriComponents#toUri should encode if necessary,Low,Long-Term
webflux truncates payload,Medium,Long-Term
Problem with passing null parameter to MapSqlParameterSource ,Low,Long-Term
Connection acquired while calling a stored procedure via JPA is not released,Medium,Short-Term
RequestParamMethodArgumentResolver don't correctly parse arguments,Low,Short-Term
Spring 5.0.5.RELEASE version doesnt support SpringBeanAutowiringInterceptor.,Medium,Short-Term
Optional<T> it is not working with generic context object ,Low,Short-Term
Hamcrest dependency missing when using Junit 5,Low,Short-Term
No default dashboard for Eureka Server in Finchley.RC1 ,Medium,Short-Term
Spring-jdbc 5.0.5 NamedParameterJdbcTemplate.batchUpdate ORA-01000 ,Medium,Short-Term
UriComponentsBuilder injected into a WebFlux controller method argument uses the full URI,Low,Short-Term
Model attributes added within postHandle of a HandlerInterceptor are not ignored on String redirect if ignoreDefaultModelOnRedirect of RequestMappingHandlerAdapter is set to true,Low,Short-Term
WebMvcConfigurer.configureMessageConverters behavior doesn't match documentation,Medium,Long-Term
Restore YamlProcessor duplicate key handling against SnakeYAML 1.18+ (plus compatibility with 1.21),Medium,Short-Term
Spring Guide recommends to use obsolete method,Low,Short-Term
Singleton from a FactoryBean may be post-processed twice if the first post-processing triggers a second attempt to get the bean,Medium,Short-Term
RestTemplate - providing custom ResponseErrorHandler does not prevent an error with http 401 responses,Low,Long-Term
An illegal reflective access operation has occurred,Low,Short-Term
Transaction session has not rollback，causing message chaos,Medium,Short-Term
Jackson configuration does not work for WebTestClient,Low,Short-Term
IllegalStateException: InputStream has already been read when returning ResponseEntity<InputStreamResource>,Medium,Short-Term
MockMvc equalTo Long throws assertion error,Low,Short-Term
spring platform missing jackson-core dependency,Medium,Short-Term
Request body is missing if returned Mono completes before input body Mono,Low,Short-Term
Decoding ServerSentEvent fails when using generic type,Medium,Short-Term
Exception swallowed in ResponseEntityExceptionHandler,Medium,Long-Term
Regression RequestRejectedException: The request was rejected because the URL was not normalized,Low,Long-Term
AnnotationAwareOrderComparator uses Order instead of Priority for DecoratingProxy,Low,Short-Term
Actuator doesn't play nice with reactive WebFilters (HttpStatus == null),Medium,Long-Term
Parsing of ServerSentEvents not working correctly when using reactive WebClient,Medium,Short-Term
Generic constructor argument (e.g. ObjectProvider) fails to resolve for inner class,Medium,Short-Term
Unnecessary proxying with MethodMapTransactionAttributeSource,Medium,Short-Term
Restore handling of 0 bytes read in ServletServerHttpRequest,Low,Short-Term
AspectJ execution pointcut does not detect methods in superinterface anymore,Medium,Short-Term
Inconsistent getTypeForFactoryMethod results for parameterized factory method,Medium,Short-Term
"UriComponentsBuilder does not encode ""+"" properly",Low,Short-Term
SpringFailOnTimeout loses original exception when triggering timeout in finally block,Low,Short-Term
Null check needed in AnnotationUtils.getAnnotation,Low,Short-Term
@GroupSequenceProvider Not Provided the Bean,Medium,Long-Term
EnableWebSocket registers a non functional task scheduler to the context,Medium,Short-Term
Redirection issues for spring-webflux,Low,Short-Term
ClassCastException in MockMvc when testing async calls with Spring Security,Low,Short-Term
Message converter fails to find named part in multipart request,Low,Short-Term
PathPatternPredicate leaves path variables in request even if predicate doesn't match,Low,Long-Term
Safari doesn't receive chunked data using WebFlux's SSE,Low,Short-Term
execute @Before and @After aspect for Runnable.run method which invoked through lambda expression.,Low,Short-Term
MockHttpServletRequest does not return the requested Content-Type,Low,Long-Term
 JndiRmiServiceExporter fails to export service on IBM j9 JDK,Medium,Short-Term
Unable to bind a null value for UUID column with PostgreSQL,Medium,Short-Term
Block NioEventLoop on use RestController and WebClient together (React-netty),Medium,Short-Term
NamedParameterUtils.parseSqlStatement should parse :{x} style parameter correctly,Low,Short-Term
org.springframework.web.reactive.function.UnsupportedMediaTypeException: Content type 'application/json;charset=UTF-8' not supported,Low,Short-Term
UriComponentsBuilder Forwarded header parsing can throw java.lang.NumberFormatException,Low,Short-Term
PathMatchingResourcePatternResolver with strange behavior on search via pattern,Medium,Short-Term
Binding configuration properties dynamically is lot harder than it needs to be,Medium,Short-Term
MockBean name is NOT what is specified in the name attribute,Medium,Short-Term
IllegalStateException when using ServerEndpointExporter and running the project as a war in Jetty,Low,Long-Term
Serving static files slowdown ,Low,Long-Term
Cannot autowire individual constructor argument in @Nested test class,Low,Short-Term
Annotation lookup on parameter in inner class constructor fails when using javac from JDK versions prior to 9,Low,Short-Term
ServletUriComponentsBuilder should replace context path when X-Forwarded-Prefix is present,Medium,Short-Term
Concurrent result may be missed due to a race condition in MockMvc,Medium,Short-Term
Self autowiring does not work for transactional beans,Low,Short-Term
Unsafe async operator in JSON tokenizer,Medium,Short-Term
Multipart Upload with Commons Fileupload on lazy mode downloads data on cleanup,Low,Short-Term
Race-Condition in Multipart upload proxy scenario,Medium,Long-Term
WebClient retrieve() does not handle Void.class as recommended,Low,Short-Term
Potential Memory Leak in WebFlux,Medium,Long-Term
Spring WebFlux + Undertow + HTTP/2 is not working with a POST request,Low,Short-Term
Race-Condition between Listening to SessionSubscribeEvent and sending initial data to this subscribed user,Low,Short-Term
Address race condition within spring that causes about-to-be-created-bean exceptions,Low,Short-Term
CookieLocaleResolver formats integer differently against SessionLocaleResolver,Low,Short-Term
UnsupportedMediaTypeException on text/plain;charset=utf-8,Low,Short-Term
CallMetaDataContext.reconcileParameters doesn't catch output parameters with DatabaseMetaData.procedureColumnResult type (on Postgres),Low,Short-Term
ResourceDecoder incorrectly matches to Object.class,Low,Short-Term
Java 9: spring-jcl org.apache.commons.logging package conflicts with commons-logging,Medium,Short-Term
AcceptHeaderLocaleResolver chooses wrong Locale for language match,Low,Short-Term
"WebFlux commitActions are called after status, headers and cookies are set",Medium,Short-Term
JUnit Jupiter @Nested class cannot share enclosing class's ApplicationContext if nested class is deemed to be a configuration candidate,Medium,Long-Term
ServletHttpHandlerAdapter @WebServlet annotation attributes do not conform to servlet spec,Medium,Short-Term
Application Server Fail to Stop Application and server while stopping transactions with spring,Medium,Long-Term
Inconsistent handling of null values through Java 8 accessors in ConcurrentReferenceHashMap,Low,Short-Term
RestTemplate with HttpComponentsClientHttpRequestFactory and no buffering with an interceptor throws UnsupportedOperationException,Medium,Short-Term
URIEditor should not double escape classpath: URIs,Medium,Short-Term
PDF and ePub docs for Spring Framework 5 are not getting published,Low,Long-Term
spring webflux ServerRequest.bodyToMono().block will freeze for HTTP post request whose header size + body size > 1024,Low,Long-Term
SimpleAliasRegistry registerAlias not atomic,Low,Short-Term
Multiple RequestMappings with same path do not differentiate HTTP method when resolving path parameters,Low,Long-Term
TransactionTemplate inherits equals()/hashCode() from DefaultTransactionDefinition,Low,Short-Term
WebAsyncManager concurrentResult should be volatile,Low,Short-Term
Inconsistent synchronization in AbstractBeanFactoryBasedTargetSource and JdbcAccessor,Low,Short-Term
Setting a too-big Expires header value results in an uncaught exception,Low,Short-Term
Missing PersistenceException cause message in refresh failure warn log,Medium,Short-Term
@JmsListener annotated method need to be extracted to interface even if CGLIB used,Low,Short-Term
PostgresTableMetaDataProvider.isGetGeneratedKeysSimulated() does not detect Postgres 10,Low,Short-Term
Using @ControllerAdvice with WebFlux ,Low,Short-Term
HiddenHttpMethodFilter breaks HandlerFunction with BodyExtractors.toFormData,Medium,Long-Term
FilePart transferTo fails with java.nio.file.NoSuchFileException,Low,Short-Term
StackOverflowError when using WebFlux multipart file data handler with Undertow,Medium,Long-Term
SpEL : Indexed access within an expression with null variables is no longer a SpelEvaluationException,Low,Short-Term
WebApplicationContextFacesELResolver#isReadOnly always return false,Low,Short-Term
missing request information while handling Tomcat Async operation timeout,Medium,Short-Term
Restdoc generation does not fail on missing fields because JsonContentHandler.getUndocumentedContent() removes complete arrays if documented,Low,Short-Term
testBindInstantFromJavaUtilDate fails on systems in the Pacific/Auckland time zone,Low,Short-Term
Race condition in ConcurrentMapCache,Low,Short-Term
GsonHttpMessageConverter cannot be used in an SseEmitter because it closes the response stream,Low,Short-Term
[Reactor Netty] Incorrect error level logging for client bad request,Low,Short-Term
UriComponentsBuilder::pathSegment can't handle urls within urls,Low,Short-Term
JSON with missing quote leads to hanging,Low,Short-Term
Performance degradation for creating non-singleton bean,Medium,Short-Term
NPE in AnnotationAwareOrderComparator.getPriority,Medium,Short-Term
With two-way-ssl exchange.getRequest().getSslInfo() always null,Medium,Short-Term
ForwardedHeaderFilter garbles query params during sendRedirect(),Medium,Short-Term
MediaType application/json not compatible with application/hal+json,Low,Long-Term
Invalid/missing locale strings in header prevents resolving the locale,Medium,Short-Term
FormTag renders empty <div> tag,Low,Short-Term
ExceptionHandlerExceptionResolver advice applicability check may fail against interface-based controller proxy,Low,Short-Term
NPE in Spring-JDBC with Oracle and SimpleJdbcInsert,Medium,Short-Term
Spring remove space at the end of each string of array @RequestParam ,Medium,Long-Term
EL1072E when evaluating compiled null-safe expression,Medium,Long-Term
Deadlock in SubProtocolWebSocketHandler on shutdown with Undertow,Medium,Long-Term
JsonMappingException when trying to instantiate org.springframework.messaging.Message,Medium,Short-Term
Set thread interrupt flag on InterruptedException,Low,Short-Term
SimpleJdbcCall can't access synonyms in Oracle database,Medium,Short-Term
[Regression] NamedParameterUtils::parseSqlStatement cannot parse chinese param name,Medium,Short-Term
NamedParameterUtils.isParameterSeparator throws ArrayIndexOutOfBoundsException for non ASCII characters,Medium,Short-Term
"GSON converter only serialises fields of controller method return type, ignoring subclass fields of response object",Medium,Short-Term
MimeType compareTo implementation is not compatible with equals,Low,Short-Term
MockHttpServletRequest.addHeader fails for invalid LanguageRange in Accept-Language,Low,Short-Term
MockMvcRequestBuilder does not decode pathInfo,Low,Short-Term
DateFormatter fails for null values,Low,Long-Term
CachingConnectionFactory - Invalid session in session cache,Medium,Short-Term
Cannot create BindStatus for valid field on immutable form object in case of bind errors,Medium,Short-Term
CustomTypeCondition will be missing if not have @RequestMapping annotation,Low,Short-Term
Null check for @RequestAttribute is bypassed if a list contains null is used as the attribute.,Low,Short-Term
Lambda error detection might not work on JDK 9,Medium,Short-Term
ServerHttpRequest.mutate does not preserve encoded chars if path modified,Low,Short-Term
Event publishing from an EventListener doesn't work in Kotlin,Low,Short-Term
RestTemplate.exchange ignores request body.,Low,Long-Term
Spurious WARNINGs when XML declared TransactionProxyFactoryBean's target bean depends on an annotation declared bean that depends on another bean,Low,Short-Term
AbstractClientSockJsSession.close call does not propagate IOException from disconnect,Low,Short-Term
ServletServerHttpRequest.getURI() may throw a java.net.URISyntaxException,Medium,Short-Term
"SubProtocolWebSocketHandler should not log ERROR on ""No messages received after ...""",Low,Short-Term
Support array of scalar values in Jackson2Tokenizer,Low,Short-Term
MultipartHttpMessageWriter fails when Publisher is provided as Multipart,Medium,Short-Term
MultipartHttpMessageWriter should not subscribe to Publisher multipart data,Low,Short-Term
Use ResponseCookieBuilder in Spring 5.0.2,Medium,Short-Term
Path variable doesn't handle periods correctly,Medium,Short-Term
EclipseLink does not log SQL parameters when using showSql,Low,Short-Term
root cause (stack trace) swallowed in AbstractApplicationContext,Low,Long-Term
MockClientHttpResponse should not return null body,Low,Short-Term
Using DataBuffer::write results in IndexOutOfBoundsException,Low,Short-Term
JMS Producers are cached even when the destination is a temporary queue causing a memory leak,Medium,Short-Term
Multi-part upload of a byte[] with WebTestClient is Base64 encoded (?) and assigned a JSON content type,Medium,Short-Term
CORS support broken when updating to Spring 5.0.2,Low,Long-Term
EhCacheManagerFactoryBean cannot work with Tomcat 9.0.2,Medium,Long-Term
server.ssl.client-auth property is not honored,Medium,Short-Term
"BeanNotOfRequiredTypeException (NullBean instead of null) when calling ApplicationContext.getBean(name, type)",Medium,Short-Term
StringDecoder shouldn't chop off strings randomly,Medium,Long-Term
SpEL auto-boxing error,Low,Short-Term
Race-condition between @SubscribeMapping and ChannelInterceptorAdapter.preSend,Medium,Long-Term
Large transaction timeout value (Integer.MAX_VALUE for example) results in transaction expiring immediately after starting.,Low,Long-Term
RequestEntity ignores headers sometimes,Low,Long-Term
Exception in spring-security intercept-url after spring framework update to 4.3.12,Medium,Long-Term
MockHttpServletResponse.setLocale(Locale) should set HttpHeaders.CONTENT_LANGUAGE header,Low,Short-Term
resttemplate multipart post with InputStreamResource not working for .png files,Low,Short-Term
"Webflux doesn't close the connection where request heads has ""connection: close""",Medium,Short-Term
Access-Control-Allow-Origin header returns wrong value using SockJS ,Low,Long-Term
No bean named 'mvcHandlerMappingIntrospector' available when start Spring MVC Context + DelatingFilterProxy,Low,Long-Term
java.lang.NoClassDefFoundError: org/springframework/beans/factory/access/el/SpringBeanELResolver,Medium,Long-Term
Bean Validation does not work with Kotlin ,Medium,Short-Term
Programmatic creation of caching proxies using CacheProxyFactoryBean does not work,Low,Long-Term
MethodParameter doesn't see parameter annotations if method is proxied,Low,Short-Term
AbstractReactiveWebInitializer does not property initialize ApplicationContext,Medium,Long-Term
"BeanCreationException when using c-namespace, Kotlin class with default constructor and annotation configuration",Low,Long-Term
Ambiguous mapping error when using generic interface,Medium,Long-Term
DefaultLifecycleProcessor#stop doesn't check for beans in parent context,Medium,Short-Term
Unnecessary file system access in SimpleMetadataReaderFactory.getMetadataReader,Low,Long-Term
BeanUtils.isSimpleValueType() returns false for enums overriding a method,Low,Long-Term
"Exceptions of type ""Message: JAR entry META-INF /services/* not found in /<service.jar>""",Medium,Short-Term
PooledConnection Has Already Been Closed Exception with Hibernate 5.1.0,Low,Short-Term
Embedded cglib 3.2.5 not closing input streams that read class files,Medium,Long-Term
@EnableWebSocketMessageBroker breaks Jetty integration testing in 5.0.x,Medium,Long-Term
spring-web CORS requires X-Forwarded-Port,Low,Long-Term
@CreationTimestamp and @UpdateTimestamp don't work in Spring Kotlin,Low,Long-Term
NPE in FunctionReference due to race condition in SpelExpression.getValue(),Low,Long-Term
Broken link for JpaBaseConfiguration,Medium,Short-Term
Exception when receiving Long collection in MessageMapping,Low,Long-Term
null FactoryBean results in BeanCreationException,Low,Long-Term
Content-type not set by default with the functional Web API,Low,Long-Term
Reactive WebClient corrupts uploaded files,Medium,Long-Term
Trying to rewrite request URI in a WebFilter fails on missing client TLS certificate,Low,Short-Term
Path Variable with dot has weird behaviour for different suffixes,Low,Short-Term
commons-logging LogFactory and String arguments,Low,Short-Term
DefaultOAuth2RequestValidator requires client scopes,Low,Short-Term
Spring WebFlux (Netty/Jackson) treats Mono<Integer> and Mono<String> differently,Low,Short-Term
Validation Failure does not result in error to client,Medium,Long-Term
CPU utilization too high for a simple server,Medium,Short-Term
DispatcherHandler invoke wrong method when discriminating request with params,Medium,Long-Term
Webflux server sometimes block when receiving large post body,Low,Long-Term
 @RequestMapping get '406 Not Acceptable' when change 'produces' order,Medium,Long-Term
Encoding of URI Variables on RestTemplate,Low,Long-Term
InMemoryWebSession.changeSessionId reports error if the session does not exist,Low,Short-Term
Combining @Retryable and @Scheduled/@JmsListener doesn't work,Medium,Long-Term
HttpComponentsClientHttpRequestFactory timeout with RestTemplate,Medium,Long-Term
SAMLContextProviderLB LPRequestWrapper.getRequestURI does not match expected behaviour of underlying class,Low,Short-Term
Wrong byte code for compiled SpEL when JDK proxy method invocation is used,Medium,Short-Term
NPE in ErrorsMethodArgumentResolver,Low,Short-Term
WebClient resultMono.block() blocks application if called from RestController,Medium,Long-Term
spring webflux: stack overflow when response data is greater then 16MB,Medium,Short-Term
NullPointer in DefaultRequestBodyUriSpec.cookies method,Low,Short-Term
Redirect from controller behind zuul proxy,Medium,Short-Term
Autowiring by name (interface vs class),Low,Long-Term
AbstractMessageConverterMethodProcessor ignores HttpEntityMethodProcessor's Content-Type header,Low,Short-Term
CorsConfiguration does not return response header with full list of allowed headers when using wildcard config,Low,Short-Term
Support top-level scalar values in Jackson2Tokenizer,Low,Long-Term
Printing of session with null attributes results in NullPointerException,Low,Short-Term
CastClass exception (NullBean instead of 'null' value) when getting map of beans directly from ApplicationContext,Medium,Short-Term
MockHttpServletResponse.getDateHeader fails with NPE for non-existing header,Low,Short-Term
"When using NamedParameterJdbcTemplate, NVARCHAR or NCLOB(4000 characters or less) columns are not properly populated since StatementCreatorUtils does setString for these types instead of setNString.",Medium,Short-Term
Early ApplicationContext close call may lead to ApplicationEventMulticaster/LifecycleProcessor access exception,Low,Short-Term
The flux created from bodyToFlux does not work with counting after groupBy,Low,Short-Term
ClassPathResource.createRelative is using wrong ClassPathResource constructor for the returned resource,Low,Short-Term
AbstractDispatcherHandlerInitializer does not detect WebFilter beans,Low,Short-Term
InterceptingHttpAccessor.setInterceptors should support immutable lists,Low,Short-Term
main menu,Low,Short-Term
"AbstractRequestExpectationManager fails with ""Expectations already declared"" when ResponseCreator.createResponse throws an exception",Low,Short-Term
Multipart form data can no longer be sent with syncBody in WebTestClient,Low,Short-Term
Disable CORS credentials by default,Low,Long-Term
AbstractMessageSource does not support null as default message anymore,Low,Short-Term
SpelExpression throws NullPointerException instead of EvaluationException for primitives,Low,Short-Term
SpEL method invocation with varargs on proxy,Low,Short-Term
KotlinReflectionParameterNameDiscoverer does not handle instance-extension methods properly,Low,Long-Term
PathMatchingResourcePatternResolver returns duplicate resources when using classpath* prefix,Medium,Short-Term
javax.activation not available in JDK 9,Medium,Short-Term
Spring context indexer requires undocumented dependency,Low,Long-Term
DefaultResponseErrorHandler.hasError doesn't tolerate unknown status codes,Medium,Short-Term
@RestController doesn't supports class which implements interface,Low,Short-Term
Incorrectly identify bridged method on interface,Medium,Short-Term
WebSphereUowTransactionManager swallows original exception when commit fails for another reason,Low,Short-Term
Fix Reactive JsonView + HttpEntity handling,Low,Long-Term
DelegatingFilterProxy not found WebApplicationContext when start context with AbstractAnnotationConfigDispatcherHandlerInitializer,Medium,Short-Term
Using AbstractAnnotationConfigDispatcherHandlerInitializer to run Spring Webflux application as a WAR doesn't work,Low,Long-Term
@ModelAttribute binding defined globally for particular attribute rather than per method invocation,Medium,Short-Term
Checkbox/RadioButton incorrectly converts collections of enums with a custom converter,Low,Short-Term
setArguments(null) on MethodInvoker no longer coerces null to Object[0],Medium,Short-Term
Returning non-standard HTTP status code causes exceptions on WebFlux,Low,Short-Term
RequestMapping method returning Future with null result causes NullPointerException,Medium,Short-Term
StreamingResponseBody returns unexpected output on Tomcat,Medium,Long-Term
BeanDefinitionValidationException when beans are null (NullBean) and initMethod is set,Medium,Short-Term
FormHttpMessageConverter doesn't support utf-8 filename,Medium,Long-Term
WebClient.mutate() impacts future .mutate() invocations,Low,Short-Term
WebAsyncManager concurrency issue with SseEmitter when client disconnect,Medium,Long-Term
Spring Hateoas prevents from disabling 'allowBeanDefinitionOverriding',Low,Short-Term
WebFlux controller successfully completes response if Flux emits error,Low,Long-Term
@async with aspect mode not working,Medium,Long-Term
StringHttpMessageConverter flush out response immediately before execute posthandler,Low,Long-Term
Possible issue with hashCode() in ByteArrayResource,Low,Short-Term
StandardMultipartHttpServletRequest.StandardMultipartFile not serializable,Low,Short-Term
Can't access native headers in STOMP connected event,Low,Short-Term
OpenJpaVendorAdapter missing from spring-orm,Medium,Short-Term
CastClass exception when wiring Map of beans (NullBean instead of 'null' in the map),Medium,Short-Term
Spring EL does not allow '\0' characters,Low,Short-Term
STOMP headers are not propagated,Low,Short-Term
"CookieWebSessionIdResolver should set path to the context path + ""/""",Low,Long-Term
ServletWrappingController.afterPropertiesSet always instantiates a new Servlet,Low,Short-Term
WebClient throws ClassCastException for bodyToMono(ParameterizedTypeReference),Low,Short-Term
