input_text,priority_binned,bug_resolution_time
"Add ""Java Web"" framework to Cloud Foundry application",Medium,Long-Term
"Spring Roo doesn't start when STS is installed in ""Program Files"" directory",Low,Long-Term
Importing Gradle project(s) that are physically stored in workspace does not work,Low,Long-Term
"""Mixed prublic/private"" error message with SNAPSHOT grails builds",Low,Long-Term
Constraint Violation when field is labeled @NotNull and @OneToOne,Medium,Short-Term
Action state configuration with forward declaration does not work when parent action state declaration also has another parent defined.,Medium,Short-Term
Running ./gradlew eclipse before project import can cause duplicate JRE container entry,Medium,Short-Term
Console log not always shown for an application,Medium,Medium-Term
network operations do not end immediately when canceled,Medium,Long-Term
password prompt contains the wrong cloud URL,High,Short-Term
password prompt showing up right after server creation,Medium,Short-Term
SpringLoaded: IllegalAccessError: Caused by updating class with superclass that has package private method,Low,Medium-Term
republish status not displayed on all servers,Medium,Short-Term
password prompt not coming up,High,Short-Term
STS hangs reproduceable,High,Long-Term
app appears twice on applications tab,Low,Short-Term
applications page doesn't redraw correctly on resize,Low,Long-Term
update and restart doesn't update,High,Short-Term
deploy dialog appears twice,High,Short-Term
Random freezing up of workspace on re-build,High,Long-Term
NPE in CloudFoundry server component when refactoring dependency project,Low,Long-Term
[upstream] ensure that CF deployment works when war file has not changed,Medium,Long-Term
Many NPE thrown by UAA ,Low,Long-Term
Unable to install Groovy Eclipse after installing Gradle ,High,Medium-Term
"When visualizing Spring Integration processes ""Exception-type-routers"" are not shown",Medium,Medium-Term
Windows system wide proxy settings are ignored,Medium,Long-Term
STS crashes regularly on Ubuntu 11.04 64 bit,Medium,Long-Term
Grails aware type rename refactoring doesn't replace controller references in serveral places,Low,Long-Term
Deployment URL should be changed to reflect application name,Medium,Short-Term
Web Flow Editor marking element as an error when it should not,Low,Long-Term
Import a gradle project: cannot cancel the bit where it downloads the internet,Low,Medium-Term
Getting frequent hot code replacement failure popups on Windows,Low,Short-Term
Right-click sometimes doesn't work in Package Explorer view,Medium,Long-Term
"On Windows, Grails 2.0 commands that ask y/n type questions spin-off into an infinite loop",High,Short-Term
Change default Cloud Foundry URL to https://api.cloudfoundry.com,Medium,Short-Term
Format GSP page adds extra content to textarea,Low,Long-Term
Warn user when updating a URL that existing server uses,Medium,Medium-Term
Grails 2.0 Libs Missing Despite Installing Grails Support,High,Short-Term
Using the Eclipse MarketPlace to install SpringSource Tool Suite into Eclipse 3.7 (Indigo) attempts to install from STS p2 site for Eclipse 3.6 (Helios),Medium,Medium-Term
renaming URL does not update existing servers,Medium,Medium-Term
cancelling Manage URLs dialog does saves changes,Medium,Short-Term
publish product features to nightly site,Medium,Long-Term
restart is not updating the application,Medium,Long-Term
NPE when clicking transaction-manger link,Medium,Short-Term
Editing and inferencing support for new Unit testing API and DSL,Medium,Long-Term
Support for binary plugins,Low,Long-Term
Grails 2.0 tests are not found by Eclipse JUnit test runner,Low,Long-Term
Update site URLs for Perforce are no longer valid,Low,Long-Term
Deployment wizard shows up twice when deploying an application for the first time,Medium,Short-Term
"GSP/Scaffolding template editor adds spurious ""Comment not closed"" annotations",Medium,Long-Term
NPE when trying to browse remote files on Cloudfoundry,Low,Short-Term
Content Assist suggests .identity{ Closure closure } every time I intend .id on untyped Grails domain instances.,Low,Long-Term
Spring Loaded doesn't appear to correctly reload @RequestMapping changes,Low,Long-Term
Spring roo 1.1.5 doesn't start with Oracle JVM7,Medium,Medium-Term
roo.bat does not respect %JAVA_HOME%,Medium,Short-Term
"""Add Bean Configuration File"" only adds one file, even if >1 selected",Medium,Short-Term
Dynamic finder generation is incomplete,High,Short-Term
fails to create spring batch project on unix,Medium,Long-Term
Running Grails unit / integrations tests by right-click on elements in project not working,Low,Short-Term
"When switching project specific Grails version, grails upgrade command is run twice",Low,Medium-Term
StackOverflowError during Webflow Validation,Medium,Long-Term
Roo generates invalid SQL for Derby database,Medium,Medium-Term
tc Server should not reload web module when only static resources change,Medium,Long-Term
STS - Extension tab broken when behind NTLM proxy,Medium,Long-Term
Roo-generated applicationContext-security.xml gives STS warnings,Low,Long-Term
"Launching a GWT-scaffolded application just displays a ""loading..."" on the upper left corner which won't go away. ",Medium,Short-Term
 Sets and Integers not appearing in some views.,Medium,Short-Term
Gradle Eclipse integration does not show errors on files in editor or navigator/package explorer,Low,Long-Term
Groovy Eclipse Extension will not install from dashboard,Medium,Medium-Term
strange unknown 'java exception breakpoints' created when RunOnServer used with MVC project,Low,Long-Term
spring-template project 'simple spring utility project' doesn't handle more than 3 components to the package name,Medium,Short-Term
Gradle plugin doesn't consider all dependencies of build.gradle ,Medium,Long-Term
"Cannot set ""-Dinsight.enabled=true"" in WTP for STS 2.7.1.RELEASE",Medium,Long-Term
QuickFix NPE when parsing an XML spring config that uses schema-based extensions to the basic Spring XML format for defining and configuring beans,Medium,Long-Term
"When a cloudfoundry app is deleted the ""Finish"" button is greyed out for the services to delete dialogue",Low,Short-Term
Can't restart cldoufoundry app when a config file was deleted,Medium,Long-Term
Unable to connect to https://api.cloudfoundry.com,Medium,Long-Term
Spring Tool Suite 100% CPU Usage / Perminately Frozen,Medium,Long-Term
"STS complains ""Groovy:unable to resolve class E"" for valid groovy sources",Medium,Short-Term
setCronExpression method not exposed in CronTriggerBean,Medium,Medium-Term
Slight minor difference in classloading when using spring loaded,Low,Long-Term
Gradle STS support: Test fails to run in IDE due to ClassNotFound even though Gradle Dependencies container shows the class to be on the classpath,Low,Long-Term
ConcurrentModificationException on workspace startup,Low,Short-Term
Frequent errors after installing STS 2.7.1,High,Long-Term
BIRT fails to display preview in STS,Medium,Long-Term
Error,Medium,Long-Term
Trying to install Adobe Flashbuilder 4.5 (as a plugin in STS 2.7.1),High,Long-Term
The change password dialog should validate on typing and not on OK,Medium,Short-Term
Implement better error handling when deployment fails,Medium,Short-Term
Application sometimes shown as not deployed when added from Servers view,Medium,Long-Term
Needs better feedback when connection fails because of wrong credentials,Medium,Short-Term
Prompt for delete services sometimes do not show up when deleting an application,Low,Long-Term
Namespace Resolving and Loading Cache enabled causes unseen schema web requests,Medium,Long-Term
Invalid thread access while workspace configuration,Medium,Long-Term
Widget is disposed when closing dashboard,Medium,Long-Term
Startup on Windows fails after JDK upgrade,Low,Long-Term
Grails Run On Server properties page is only shown in the Project Explorer,Low,Short-Term
Widget is disposed error when closing STS,Medium,Short-Term
IllegalArgumentException when starting Roo,Medium,Long-Term
FileNotFoundException when opening two Roo shells at the same time,Medium,Long-Term
Debugging broken (missing source) when working with gradle web app,Medium,Long-Term
If Grails commands produce lot of output it can cause out of memory errors,Medium,Short-Term
AOP Pointcuts from a PropertyPlaceholderConfigurer,Low,Long-Term
Project import ignoring .project file name attribut,Low,Short-Term
X button to close tabs is not working,Low,Short-Term
Text fields for configuring start and stop timeouts in the tc Server editor are too small,Low,Long-Term
Invalid error marker on load-scripts.tagx file in resultant clinic.roo project,Low,Long-Term
"Problems with Grails app and ""Run on Server""",Low,Long-Term
Could not open Spring Config Editor,Medium,Short-Term
Gradle dependency management: Referenced libraries conflict with Gradle dependencies classpath container if ./gradlew eclipse plugin is run first,Low,Long-Term
Java error message dialog when editing a Groovy source file,High,Short-Term
Import existing web project with Spring libraries through Ivy resolution hangs without web access,Medium,Long-Term
Standard Schema loading not integrated with WTP,High,Long-Term
Disabled UAA still posts to uaa.springsource.org,Low,Long-Term
Groovy editor is formating the code if the Java/Editor/Save Actions are activated (Format source code not selected),Low,Short-Term
STS.ini memory settings on win32,Low,Medium-Term
NPE when creating CF server,Medium,Medium-Term
ConcurrentModificationException in Building Spring AOP reference model,Low,Medium-Term
UseBeanInheritance gets called 52 million times during a build taking 90% of CPU,Medium,Long-Term
STS stops working in Mac after Java Update 5 + SDK Update 5.,High,Short-Term
look into AbstractMethodError when using groovy++ with grails project,Medium,Long-Term
implement fall-back when secure storage is not available,Medium,Medium-Term
Incorrect database.url (in database.properties)? ,Medium,Long-Term
Groovy editor got problems of resolving the full qualified class name in groovy class files,Low,Short-Term
XML Bean Editor pops NPE when schema not on classpath,High,Short-Term
"Eclipse Gradle Plugin hangs infinitely on ""fetching gradle model""",Low,Long-Term
Drag Drop Deploy to CF causes minor UI Freeze,Low,Medium-Term
Cloudfoundry servers view no longer showing started/stopped status of apps,Low,Long-Term
errors on console when creating Roo project,Medium,Medium-Term
Redeployment of web bundle to virgo fails,Low,Short-Term
Do not deploy dependencies to WEB-INF/lib for OSGi web apps,High,Short-Term
CloudFoundry: when an app is removed then added again sometimes memory get set to 0Mb,Medium,Short-Term
Code modifications not picked up by STS 2.7.0.M2,Medium,Medium-Term
CloudFoundry: error when drag-dropping an app: 'Could not save changes because file has been modified',Medium,Medium-Term
Same app can get deployed multiple times to CF,Low,Medium-Term
"Cloudfoundry, hanging while deploying app with ""Run On Server""",Medium,Short-Term
Cloudfoundry doesn't propagate changes to CF on restart of the app,High,Medium-Term
Stopping an App on CF doesn't work,Medium,Short-Term
Grails Quick Launch doesn't enable Grails 1.4 reload agent,Medium,Medium-Term
Spring Roo:Missing artifacts and build errors,High,Long-Term
Can't delete my Apps from Cloudfoundry,High,Short-Term
2.7.0.RC2 deadlocked during shutdown,Low,Long-Term
"Mising artifacts when executing ""controller all --package ~.web""",High,Long-Term
NPE in NoApplyPolicy,Low,Short-Term
Spring Loaded causing jvm EXCEPTION_ACCESS_VIOLATION panic,Low,Short-Term
DynamicWebProjectBeansConfigLocator consumes 84% CPU during build,Medium,Short-Term
Factory bean 'org.apache.ftpserver.FtpServerFactory' not found,Low,Long-Term
Impossible to navigate to a view from controller,Low,Medium-Term
cannot create a tomcat 6 instance with tc Server 2.5 via STS,High,Short-Term
CF plugin sometimes cannot store the credentials in the secure storage,Medium,Long-Term
Cannot create Project from appfuse Maven Archetypes,Medium,Long-Term
"""Unable to resolve 'V'""- problem with type parameterization in grails projects",High,Medium-Term
STS opens the default workspace all the time,High,Medium-Term
As a developer I'd like to be able to import working Maven project and have them work,Medium,Long-Term
Tutorial issue: Creating inter-bundle bean references using OSGi services - no printing service registered,Low,Long-Term
Tutorial issue: Creating a Spring-powered OSGi bundle - launch messages missing,Low,Long-Term
Tutorial issue: Creating a Spring-powered OSGi bundle - running junit tests,Low,Long-Term
OSGi Tutorial Issue - Live Update Doesn't Work ,Medium,Long-Term
OSGi Tutorial Issue - Run the Configuration ,Low,Long-Term
OSGi Tutorial Issue - Target Platform,Low,Long-Term
NullPointerException when building workspace in Grails project,Low,Medium-Term
Subproject can't be nested more than one directory deep,Medium,Long-Term
Null pointer when creating grails project in external location,Medium,Short-Term
nyi 13 error using Spring Loaded,Medium,Short-Term
Cannot have both compile and testCompile deps upon different classified jars under same artifactId,Low,Short-Term
Java 1.6 API usage in CloudFoundry,Low,Short-Term
Cloudfoundry 'publish' settings don't seem to have any effect whatsoever,Low,Long-Term
Unable to add / remove / deploy app to ClooudFoundry,Medium,Medium-Term
Grails spring-security-acl plugin domain classes are excluded from project classpath,Low,Short-Term
The GSP editor isn't listed in the list of editors,Low,Long-Term
Generated Equals in STS Grails project causes stackoverflow exception,Low,Short-Term
Can't install Gradle plugin,Medium,Short-Term
Spring Framework task repository location is incorrect - springframework.org should be springsource.org,High,Medium-Term
uninstalling plugins in the grails website project leaves it with build path errors,Low,Short-Term
NPE in the log when importing an existing project with no grails install defined,Low,Short-Term
NPE in shutdown,Low,Medium-Term
Refreshing Grails Plugin Manager doesn't show new versions for installed plugins,High,Long-Term
Add UI for specifying search in source folder option for namespace definition,Medium,Short-Term
Look into failing test case GrailsInferencingTests.testDomainDeclaringClass3(),Low,Long-Term
Importing a Grails project is confgured to use an unknown Grails install cause NPE in project version fixer,Low,Short-Term
Investigate high CPU usage (likely from UAA monitor),Medium,Long-Term
Spring Spring Utility Project generated pom missing repository,Medium,Long-Term
STS must support embedded jars on Bundle-Classpath,High,Short-Term
Spring Framework XSD entries no longer in XML catalog,Low,Long-Term
BeanMetadataBuilderJob and BeansMetadataPlugin Produce Deadlock on ,Low,Long-Term
'Duplicate class' error with spring-security-acl plugin,Low,Short-Term
"Documentation Link in STS under ""integration-graph"" tab is broken",Low,Short-Term
update roo plug-in manager interface for Roo 1.2.0,Medium,Long-Term
Bean editor Namespaces tabs confused over namespaces with the same last part,Low,Long-Term
incorrect URL validation,Medium,Short-Term
STS fails to load project class for Spring Integration datatype channels,Medium,Long-Term
Problems doing an upgrade for Grails Spring ACL sample project in STS,Medium,Short-Term
Default non-locking classloader carry order of magnitude performance penalty,Medium,Long-Term
Groovy Editor doesn't follow parent class relationships,Low,Long-Term
STS build fails with alternate JAXP implementation on $JRE/lib/ext,Medium,Long-Term
Renaming a Grails Service makes references to service methods underlined,Low,Long-Term
get this message every time i run an update in STS  No repository found at http://dist.springsource.com/release/TOOLS/update/e3.6.,High,Medium-Term
Can't access grails command prompt,Low,Medium-Term
NPE showing up in Activity Monitor,Low,Medium-Term
NullPointerException when attempting to execute 'Update Maven Configuration',Low,Long-Term
updating maven dependencies hangs,Medium,Long-Term
grails-script-${VERSION}.jar is linked to wrong sources,Low,Long-Term
Problems with enabled/disabled state of Gradle menus,Medium,Medium-Term
NoClassDefFoundError while validating,Low,Long-Term
"@PathVariable validation for @RequestMapping doesn't work well if URI template contains custom regular expression (warning message says: 'URI template variable ""systemId:\d+"" is not defined')",Medium,Long-Term
investigate various XSD validation problems,Low,Long-Term
Editing JSP forces webapp redeploy,Low,Long-Term
Partial Deployment to Spring TC test server,Medium,Long-Term
The SVN folder is corrupted by STS 2.6.1,Medium,Long-Term
Spock support in STS -  highlight keyword,Medium,Long-Term
"Gradle Task UI displays ""transparant"" versions for existing projects",Low,Long-Term
looking for references of a Spring bean should find references to @Autowired/@Resource types,Medium,Long-Term
deleting a class does not remove it from Spring definition files,Medium,Long-Term
Gradle Task UI sometimes opens without building the Gradle model,Medium,Short-Term
Roo command execution hangs,Low,Long-Term
NPE in BeansModelUtils building project with Spring nature,Medium,Short-Term
SecurityException in org.springframework.ide.eclipse.beans.core plugin,Low,Long-Term
Spring Loaded appears to occasionally cause private constructors to be found when invoking Class.getConstructor(),Low,Long-Term
Spring loaded sometimes causes more eager classloading than the JVM without spring loaded,Low,Long-Term
Problems passing JAVA_HOME to Gradle tasks,Medium,Long-Term
Loading of XSDs for Spring contexts performs abysmally for complex contexts,High,Long-Term
Spring nature stalls at end of build,Medium,Long-Term
In the Grails project Explorer: using working sets as top level elements doesn't work,Low,Long-Term
Error when Gradle preferences URI has an extra space at the end,Low,Short-Term
Unable to download STS with Google integration - link problem,High,Short-Term
"Problem inporting Grails-core ""scripts"" sub-project causes import to abort completely",Medium,Short-Term
replaced-method's empty replacer throws internal error,Low,Long-Term
Hard Crash in java.util.zip.ZipFile,Medium,Long-Term
STS dies without warning upon compiling AspectJ/Roo project,High,Long-Term
STS commplains about @Autowired ApplicationEventMulticaster,Medium,Medium-Term
object-to-json named json-to-object in visual editor,Low,Medium-Term
Grails project version fixer issues confusing messages if an invalid Grails is configured in workspace,Low,Long-Term
STS deleted my entire workspace,High,Long-Term
NPE in Remote System View,Medium,Long-Term
flex remoting all fails,High,Long-Term
@RequestMappings view should normalise Request Method names,Low,Long-Term
@RequestMapping view has duplicate entries,Low,Long-Term
STS install fails due to 260 character path name length limit on Windows,Low,Long-Term
import existing Grails app with New Grails Project overwrites BootStrap.groovy,Medium,Short-Term
Java Agent based reloading fails to reload a certain class compiled with java 6,Low,Medium-Term
STS caused kernel panic on OSX 10.6.7,Low,Long-Term
logging issue with Spring IDE (after hitting STS-1691),Medium,Long-Term
Error when creating a new CloudFoundry server runtime - URL is not saved,Medium,Long-Term
Add implementation for changing password,Medium,Medium-Term
Abandoning starting project shows error,Medium,Long-Term
Server doesn't do periodic refresh,Medium,Long-Term
Microcloud choice shouldn't ever go away,Medium,Short-Term
Fix mycloud URL validation,Medium,Short-Term
Make api.cloudfoundry.com default URL,Medium,Short-Term
Content assist not available in Spring XML,Medium,Long-Term
Cloud Foundry credentials cannot be validated,Low,Long-Term
Entering http:// as a URL and then validating succeeds while I would expect it to fail,Medium,Long-Term
When adding a new URL validation runs on the UI thread and is not cancellable,Medium,Long-Term
Deployment can result in 500 Internal Server Error,Medium,Long-Term
Console is not restarted when restarting an App,Medium,Long-Term
Add Connect/Disconnect button to the server Overview page and show Cloud status information,Medium,Long-Term
Renaming a local module that is deployed or removing a deployed project from the workspace deletes the application from the cloud,Medium,Long-Term
Remote System files are not updated if the app is updated,Medium,Long-Term
Failed to discover all connectors,Medium,Long-Term
Grails Tools / Refresh Dependencies generates different .classpath on different OS,Medium,Long-Term
Spring Roo creation process doesn't respect jdk version settings of Java Compiler,Medium,Long-Term
"Grails launch shortcuts under ""Run As"" menu do not reuse existing launch configurations",Low,Long-Term
new Spring Template Project error at top level package input,Low,Short-Term
Installation instructions PDF unreadable / pdf reader freezes,Low,Short-Term
Can't parse XML config if Commons Logging used,Low,Short-Term
Unable to use expenses.roo sample,Low,Short-Term
NPE in content provider for Grails Project Explorer,Low,Medium-Term
Error executing the gwt setup command from a roo script,Low,Short-Term
Problem with identifierField attribute on @RooEntity annotation,Low,Medium-Term
spring mvc project template can't find classes from m2eclipse project resolved from workspace,Low,Long-Term
SpringLoaded incompatible with JDK Proxies,Low,Long-Term
SpringLoaded woven classes create errors when used with Sun JDK JaxB,Low,Long-Term
GSP formater produces invalid code (Error processing GroovyPageView),Medium,Medium-Term
"missing roo.core.prefs in project causes ""No valid Spring Roo installation"" message in roo shell",Low,Short-Term
NPE when creating linked grails project,Low,Short-Term
@category javadoc keyword not working in groovy files,Low,Short-Term
Internal Services cache not being refreshed properly,High,Short-Term
non-admin user can't install as no credentials dialog is presented,Low,Short-Term
.springBeans not reloaded after manual edit,Medium,Long-Term
Xerces error when parsing beans xml,Medium,Short-Term
[gsps] GSP editor does not recognize the tmpl namespace,Low,Long-Term
Track ConcurrentModificationException in jface.text in 3.7 test build,Medium,Long-Term
Webflow Definition File wizard clips the last character off the flow ID field,Medium,Long-Term
Cannot see my local plugins in the plugin manager if the name clashes with a remote plugin that already exists,Low,Long-Term
Inferencing for services cannot see those coming from local plugins,Low,Long-Term
Damaged launch configuration on Windows - affects ability to run grails commands from the prompt,High,Short-Term
NPE in UAA,Low,Short-Term
TcServer enable insight with spaces in path warning dialog is misbehaving,Medium,Short-Term
ArrayIndexOutOfBoundsException when opening console for application that is not running,Medium,Medium-Term
"Errors running builder 'Spring Project Builder' on project.  URI scheme is not ""file""",Low,Medium-Term
connection times out when authenticating proxy is specified,Medium,Short-Term
Annotation @org.codehaus.groovy.grails.plugins.metadata.GrailsPlugin is not allowed on element ANNOTATION,Low,Short-Term
Visual editor selections are not updating the properties view,Medium,Short-Term
Change to in place plugin does not rebuild war file when running on server,Low,Long-Term
Project Configuration out-of-date after Installing or deploying an artifact into the Maven repo,Low,Long-Term
Unable to use debugger due to execution contexts not being associated with Java projects,High,Long-Term
improve error handling when VMforce service is temporarily not available,Medium,Medium-Term
fix platform filter for extension install,Low,Short-Term
fix icon in STS support editor,Low,Short-Term
IllegalArgumentException causes a reference leak,Medium,Long-Term
VMforce deployment fails with an error even though app got deployed,Medium,Long-Term
"When Grails war build fails, grails app should not be deployed",Low,Long-Term
can not create grails project,Low,Short-Term
Grails application with audit-trail plugin fails to run on tcServer,Low,Long-Term
Make @PathVariable refactoring available on String value,Medium,Long-Term
Roo shell is inconsistent with roo.bat cmd line,High,Medium-Term
Update installed Roo addon with Add-on Manager,Low,Medium-Term
Renaming beans in XML editor is not aware of references from namespace,Low,Long-Term
"in roo shell ""gwt setup"" command raise an exception",Medium,Long-Term
Breakpoint not being installed when running with app-engine plugin installed,Low,Short-Term
The gsp editor does not recognize the TagLibs of plugins any longer,Medium,Short-Term
NullPointerException building project with mixed groovy and java sources,Medium,Long-Term
Wrong wizard validation: tc Server requires JDK,Medium,Medium-Term
Trying to open template.mf fails with NoClassDefFoundError,Low,Medium-Term
Roo Add-on Manager should notify user when download consent declined,Medium,Long-Term
UAA 'Value too long' stack trace,Low,Short-Term
Status Bar Always Displays Downloading RSS feeds,Low,Medium-Term
[SI graph] tcp-inbound-channel-adapter is rendered incorrectly,Medium,Short-Term
grails-app/utils should be included in the Build Path as Source Folder,Low,Short-Term
STS 2.5.2 deadlocks on loading Spring XML,High,Short-Term
GrailsVersion mismatch problem may arise when user changes project preferences,Low,Medium-Term
Unexpected runtime error while computing a text hover,High,Short-Term
Bug in GSP auto-complete for gra,Low,Long-Term
Cannot rename non Java/Groovy files,Low,Short-Term
NPE when no default Roo runtime is configured,Medium,Short-Term
reopening STS-1510 - build taking a long time parsing spring bean configs,Low,Long-Term
STS crashes when ressources for grails plugins are not found (possibly wrong path?),High,Long-Term
sts 2.5.2 64 bit grails project/plugin issues,Low,Short-Term
move dm Server feature to Extension install,Medium,Medium-Term
Bogus validation on int:poller attribute if not the first child element in a config file,Low,Medium-Term
Hover text of XML attribute of Batch schema uses wrong schema version?,Low,Medium-Term
Race condition between Grails war build and Greclipse compiler,Low,Long-Term
investigate problems related to tc Server instance creation,Medium,Long-Term
NPE when deploying VMforce applications,Medium,Medium-Term
Roo dumps errors in endless loop when initialization fails,Medium,Long-Term
Roo wizard should not enable Finish unless valid Roo runtime is selected,Medium,Long-Term
Cannot complete the install because one or more required items could not be found.  SpringSource Tool Suite Runtime Error Analysis Support 2.5.2.201101081000-RELEASE,High,Medium-Term
The overview page of the Spring config editor should display details for new/unknown namespaces. ,Medium,Short-Term
Adding a new Spring namespace using the UI corrupts schemaLocation,Low,Short-Term
"For Grails project, tag <g:set> is marked with a warning ""Unknown tag""",Low,Long-Term
Remove duplicate quick assist in annotation support,Medium,Long-Term
Problem with Spring IDE User Agent Analysis,Low,Medium-Term
Fix duplicate quick fixes for @Autowired/@Qualifier,Medium,Long-Term
error dialog displayed when hovering over link in Console and internal browser is not available,Medium,Medium-Term
investigate deployment errors when connections are idle for a while,Medium,Medium-Term
Updates to jars containing new versions of Spring XSDs don't seem to pickup,Low,Long-Term
Spring -> Update Maven Dependencies blows away m2Eclipse projects,Low,Long-Term
Can't re-initiate the tc-server after deleting the tc-server configuration in STS,Low,Long-Term
deployment to tc Server fails,Medium,Medium-Term
Interactions between STS Groovy compiler and grails war command,Medium,Long-Term
 Need to find where this comes from and stop it coming out: [Fatal Error] :1:1: Premature end of file.,Low,Long-Term
Grails commands fail when the project name ends up with a number,Low,Long-Term
Grails refresh dependencies (Error executing script Compile: org.apache.xerces.dom.DocumentImpl.getXmlStandalone()Z ),Medium,Short-Term
STS 2.6.0.M1 fails to start on Mac OS X Leopard,High,Long-Term
"After upgrading Grails, Grails Dependencies classpath container still reference jars from the old Grails distributions",Low,Long-Term
Grails Tools -> Refresh Dependencies command destroys exclusion patterns configured on source folders for plugins,Medium,Short-Term
STS download page forgets previously entered user details,Low,Long-Term
Checkout an existing Grails (non eclipse) project from SVN just creates a new Grails project,Low,Short-Term
Grails plugin manager fails to uninstall plugin,Medium,Medium-Term
STS 2.5.2 is *really* slow at building,Low,Short-Term
Problem deploying Grails App that uses the audit-log plugin on Tc Server,Medium,Long-Term
Invalid grails install causes cryptic error messages when executing commands,Low,Long-Term
STS adds import statements for auto-imported packages' types also,Low,Short-Term
Long running Grails Process uses default Java install rather than the one configured in the project,Low,Long-Term
Attributes displayed with content assist for <g:remoteLink> tag don't seem correct,Low,Medium-Term
IDE crash with STS 2.5.2,Medium,Short-Term
build on spring bean ,Low,Long-Term
incorrect handling of grails.project.plugins.dir,Medium,Long-Term
NPE on startup when an editor factory fails to load,Low,Short-Term
installing a plugin that pulls in another plugin looks to have issues,Medium,Short-Term
Spring Roo Project creation wizard hangs infinitely,Medium,Short-Term
"Problems with a refresh dependencies not quite getting the right answer (on first run, works on second)",High,Short-Term
NPE with Beans from an external JAR,Low,Short-Term
Domain class field renaming behaving strangely,High,Long-Term
references in 'hasOne' not found,Low,Long-Term
[gsps] ctrl+click navigation to references opens something unusual...,Low,Long-Term
[gsps] highlighting breaks down when single char reference is used,High,Long-Term
"UAA throws spurious exceptions from ""library usage monitor""",Low,Medium-Term
"""The filename or extension is too long"" Error When DataNucleus Enhancer is Run Within STS",Low,Long-Term
"""Building workspace"" takes extremely long for simple compile",Low,Long-Term
"After upgrading to STS 2.5.2 SR1, GSP files now display 'Missing required attribute ""field"" errors",Low,Short-Term
STS 2.5.2 crash after project import,Low,Long-Term
Repeated exceptions in the log when a project has been closed,Low,Long-Term
Constantly asked to save changes in a run config when there aren't any,Low,Short-Term
STS not respecting META-INF/spring.schemas for validation?,Low,Short-Term
Can't move refactor in Grails Explorer,Low,Long-Term
Grails artifacts show up twice in Grails Explorer if refactored into default package,Low,Short-Term
Code completion on groovy is very sluggish.,Low,Long-Term
GC overhead limit exceeded,Medium,Long-Term
Upgrading Eclipse 3.6.1 to STS 2.5.2 seems to mess up the updates sites,High,Short-Term
Spurious error in GSP file with scriplets nested in comments,Low,Long-Term
Web flow graph UI & labelling updates,Medium,Long-Term
STS hangs,Medium,Short-Term
Exception thrown from usage monitor,Low,Short-Term
"Grails Projects imported as 'linked' projects can't be deployed by ""Run On Server"".",Low,Short-Term
Exception in error log when typing in Grails Launch Configuration window,Low,Short-Term
GrailsVersion class for parsing Grails version String doesn't handle build snapshot versions,Low,Short-Term
"In Eclipse, when starting a Grails debugging session, a Marker ID nnnnnn not found dialog box error randomly appears.",Low,Long-Term
@RequestMapping view is broken,Medium,Medium-Term
STS 2.5.2 RC5 deadlock on first startup on existing workspace,Low,Long-Term
Issues in Importing Grails Projects into STS from SVN,Low,Medium-Term
Roo shell cannot start,Medium,Short-Term
Groovy Enum doesn't compile,Medium,Short-Term
Importing pre 1.2 Grails project into workspace with no Grail install,Low,Long-Term
Importing maven projects does not add java project nature,Medium,Long-Term
Bootstrap.groovy - unable to save record,Low,Medium-Term
Grails version mismatch problems arise from changing default Grails install,Medium,Long-Term
Groovy file text colors change while editing,Low,Long-Term
STS IDE just hangs with its groovy compiler going in infinite loop probably,High,Short-Term
Problems importing exported Grails projects with empty source folders,Low,Long-Term
"Grails projects can be ""built/compiled"" even when the required Grails version isn't installed",Low,Long-Term
tes,Medium,Long-Term
"Problem initializing ""automatic"" TcServer instance",Low,Short-Term
New Grails Project and Plugin Wizards: should verify plugin in name is valid,Low,Long-Term
NPE in ConfigurableContentOutlinePage,Low,Long-Term
[groovy-debug] Evaluation problem when getProperty is defined in the target type,Low,Long-Term
tc Server shows timeout message on startup when configured for non standard port,Medium,Medium-Term
g:hasErrors and g:renderErrors take attribute field as required instead of optional,Low,Short-Term
Tag Warnings and Errors in GSP files,Medium,Long-Term
Error log flooded on ctrl hovering on a gsp tag (attempting to navigate to the definition for it),Medium,Short-Term
Exception logged to error log when gsp tidyup running for deleted project,Low,Long-Term
Grails RunOnServer: can get stuck in loop building war file,Low,Short-Term
Problems with imported Grails projects because of Grails version mismatches,Medium,Medium-Term
Grails RunOnServer doesn't work with Grails 1.3.6 snapshot,Low,Short-Term
NullPointer Exception in Grails Generic Command Wizard,Low,Short-Term
"""Create Service..."" - Wizard Keyboard-ShortCut (Alt+G Alt+S) does not work",Low,Long-Term
Configure | Convert to Grails project broken for projects not located inside workspace.,Low,Short-Term
File>Import for a grails project leaves the user in a broken state,Medium,Short-Term
[grails] pluginmanager: does nothing if dependency management is disabled,Low,Short-Term
Refactoring menu doesn't work and doesn't appear for Bean definitions,Medium,Medium-Term
[grails] pluginmanager: unistalling / installing plugins shows no output and provides poor error reporting / recovery,Medium,Medium-Term
CPU Usage Very High,Medium,Long-Term
NPE in ProjectClassLoaderCache on project Clean,Low,Short-Term
[Grails] Exception during automatic redeployment of Grails app to tcServer,Low,Long-Term
[Grails] Run on server: context root should be taken from application.properties,Low,Short-Term
Can't drag and drop Grails project onto tcServer  (STS Grails nightly snapshot),Medium,Short-Term
